shipment_id,order_datetime,order_weekday,order_hour,dispatch_datetime,dispatch_weekday,dispatch_hour,order_before_cutoff,warehouse_id,warehouse_city,warehouse_daily_load_index,destination_postcode,destination_city,destination_region,destination_area_type,special_island_delivery,distance_km,carrier,package_weight_kg,package_volume_liters,is_bulky,is_fragile,is_weekend_related,is_peak_season,is_delayed
SHP0007101,2025-10-19 13:32:08,Sunday,13,2025-10-20 18:48:00,Monday,18,0,AAL,Aalborg,0.96,7700,Thisted,Nordjylland,urban,0,96.9,Carrier_B,2.76,25.7,0,0,1,0,0
SHP0007102,2025-10-04 19:26:49,Saturday,19,2025-10-06 19:09:00,Monday,19,0,HTA,Høje Taastrup,1.06,2400,København NV,Hovedstaden,urban,0,17.5,Carrier_A,7.55,81.5,0,1,1,0,0
SHP0007103,2025-02-18 12:46:04,Tuesday,12,2025-02-18 17:07:00,Tuesday,17,1,AAR,Aarhus,1.14,8800,Viborg,Midtjylland,urban,0,83.4,Carrier_B,2.44,14.8,0,0,0,0,0
SHP0007105,2025-05-27 13:58:04,Tuesday,13,2025-05-27 19:23:00,Tuesday,19,1,AAL,Aalborg,1.0,9800,Hjørring,Nordjylland,urban,0,53.1,Carrier_B,1.94,21.4,0,0,0,0,0
SHP0007106,2025-11-17 21:35:55,Monday,21,2025-11-18 19:54:00,Tuesday,19,0,HTA,Høje Taastrup,0.98,4300,Holbæk,Sjælland,urban,0,50.9,Carrier_A,1.31,6.8,0,0,0,0,0
SHP0007111,2025-12-04 12:58:09,Thursday,12,2025-12-04 19:32:00,Thursday,19,1,AAR,Aarhus,1.44,7400,Herning,Midtjylland,urban,0,100.5,Carrier_B,12.09,173.2,1,0,0,1,0
SHP0007115,2025-07-15 21:45:04,Tuesday,21,2025-07-16 16:41:00,Wednesday,16,0,AAL,Aalborg,1.0,9200,Aalborg SV,Nordjylland,urban,0,17.4,Carrier_B,3.12,43.7,0,0,0,0,0
SHP0007116,2025-04-04 21:45:11,Friday,21,2025-04-07 19:07:00,Monday,19,0,HTA,Høje Taastrup,1.21,4760,Vordingborg,Sjælland,suburban,0,99.7,Carrier_B,1.67,36.1,0,0,1,0,0
SHP0007121,2025-03-01 13:08:52,Saturday,13,2025-03-03 16:13:00,Monday,16,0,AAR,Aarhus,1.08,7430,Ikast,Midtjylland,suburban,0,88.5,Carrier_B,0.47,5.8,0,0,1,0,0
SHP0007122,2025-06-17 11:38:02,Tuesday,11,2025-06-17 18:41:00,Tuesday,18,1,HTA,Høje Taastrup,1.06,2860,Søborg,Hovedstaden,urban,0,25.3,Carrier_A,1.6,14.5,0,0,0,0,0
SHP0007125,2025-07-07 12:16:12,Monday,12,2025-07-07 19:10:00,Monday,19,1,ODE,Odense,1.12,5500,Middelfart,Syddanmark,urban,0,54.1,Carrier_B,5.62,37.9,0,0,0,0,0
SHP0007126,2025-01-02 14:48:10,Thursday,14,2025-01-03 19:39:00,Friday,19,0,AAL,Aalborg,0.88,9220,Aalborg Øst,Nordjylland,urban,0,6.1,Carrier_B,1.14,21.6,0,0,1,0,0
SHP0007127,2025-09-08 09:58:48,Monday,9,2025-09-08 18:07:00,Monday,18,1,HTA,Høje Taastrup,1.29,2620,Albertslund,Hovedstaden,suburban,0,6.6,Carrier_C,0.97,13.6,0,0,0,0,0
SHP0007130,2025-03-18 21:42:41,Tuesday,21,2025-03-19 19:04:00,Wednesday,19,0,ODE,Odense,1.06,4400,Kalundborg,Sjælland,urban,0,68.5,Carrier_A,0.86,9.4,0,0,0,0,0
SHP0007131,2025-04-08 12:57:58,Tuesday,12,2025-04-08 18:27:00,Tuesday,18,1,ODE,Odense,1.0,6040,Egtved,Syddanmark,rural,0,104.9,Carrier_C,3.61,41.0,0,1,0,0,0
SHP0007137,2025-05-26 21:51:34,Monday,21,2025-05-27 19:37:00,Tuesday,19,0,AAR,Aarhus,1.22,5210,Odense NV,Syddanmark,urban,0,105.3,Carrier_B,1.57,38.5,0,1,0,0,0
SHP0007140,2025-07-28 11:34:21,Monday,11,2025-07-28 18:13:00,Monday,18,1,HTA,Høje Taastrup,1.12,4300,Holbæk,Sjælland,urban,0,51.8,Carrier_C,1.11,66.4,0,0,0,0,0
SHP0007141,2025-08-29 13:18:57,Friday,13,2025-08-29 18:37:00,Friday,18,1,HTA,Høje Taastrup,1.18,2300,København S,Hovedstaden,urban,0,25.4,Carrier_B,16.34,209.1,1,0,1,0,1
SHP0007155,2025-10-28 10:28:12,Tuesday,10,2025-10-28 17:37:00,Tuesday,17,1,AAR,Aarhus,1.32,8381,Tilst,Midtjylland,suburban,0,10.8,Carrier_C,0.56,1.6,0,0,0,0,0
SHP0007161,2025-06-22 20:59:50,Sunday,20,2025-06-23 18:52:00,Monday,18,0,ODE,Odense,1.13,4220,Korsør,Sjælland,suburban,0,70.8,Carrier_A,2.6,66.1,0,1,1,0,1
SHP0007162,2025-04-16 19:24:20,Wednesday,19,2025-04-17 17:49:00,Thursday,17,0,ODE,Odense,1.02,8700,Horsens,Midtjylland,urban,0,84.8,Carrier_A,1.47,17.1,0,1,0,0,1
SHP0007166,2025-02-05 13:10:55,Wednesday,13,2025-02-05 20:39:00,Wednesday,20,1,AAR,Aarhus,1.02,5700,Svendborg,Syddanmark,urban,0,176.5,Carrier_A,1.11,18.6,0,0,0,0,0
SHP0007167,2025-01-20 15:54:03,Monday,15,2025-01-21 16:59:00,Tuesday,16,0,AAL,Aalborg,1.02,8310,Tranbjerg J,Midtjylland,suburban,0,138.5,Carrier_C,0.25,3.9,0,0,0,0,0
SHP0007171,2025-08-30 21:18:03,Saturday,21,2025-09-01 19:34:00,Monday,19,0,HTA,Høje Taastrup,1.18,4700,Næstved,Sjælland,urban,0,80.2,Carrier_B,0.25,1.5,0,0,1,0,1
SHP0007172,2025-03-06 11:46:22,Thursday,11,2025-03-06 17:28:00,Thursday,17,1,ODE,Odense,1.06,6700,Esbjerg,Syddanmark,urban,0,136.6,Carrier_A,7.0,118.8,1,0,0,0,0
SHP0007173,2025-02-27 14:04:13,Thursday,14,2025-02-28 17:12:00,Friday,17,0,AAR,Aarhus,1.06,8660,Skanderborg,Midtjylland,urban,0,23.7,Carrier_B,5.32,65.3,0,0,1,0,0
SHP0007175,2025-10-16 14:41:28,Thursday,14,2025-10-17 17:17:00,Friday,17,0,HTA,Høje Taastrup,1.15,3000,Helsingør,Hovedstaden,urban,0,60.4,Carrier_C,2.76,64.5,0,0,1,0,1
SHP0007176,2025-12-02 10:10:44,Tuesday,10,2025-12-02 19:38:00,Tuesday,19,1,AAR,Aarhus,1.18,3450,Allerød,Hovedstaden,suburban,0,187.1,Carrier_A,18.25,111.1,1,0,0,1,1
SHP0007184,2025-10-23 12:51:47,Thursday,12,2025-10-23 19:14:00,Thursday,19,1,AAR,Aarhus,0.9,8000,Aarhus C,Midtjylland,urban,0,4.7,Carrier_B,1.27,20.1,0,0,0,0,0
SHP0007193,2025-04-27 14:26:28,Sunday,14,2025-04-28 19:00:00,Monday,19,0,AAR,Aarhus,1.26,5230,Odense M,Syddanmark,urban,0,120.3,Carrier_C,6.09,36.5,0,0,1,0,0
SHP0007198,2025-07-14 14:53:55,Monday,14,2025-07-15 18:31:00,Tuesday,18,0,AAR,Aarhus,1.12,8660,Skanderborg,Midtjylland,urban,0,34.7,Carrier_A,1.63,6.2,0,0,0,0,0
SHP0007203,2025-02-24 10:56:24,Monday,10,2025-02-24 18:39:00,Monday,18,1,AAR,Aarhus,1.16,7200,Grindsted,Syddanmark,suburban,0,117.2,Carrier_A,2.24,23.3,0,0,0,0,0
SHP0007206,2025-01-29 13:55:33,Wednesday,13,2025-01-29 16:24:00,Wednesday,16,1,AAL,Aalborg,0.97,9400,Nørresundby,Nordjylland,urban,0,20.3,Carrier_B,9.19,112.2,1,0,0,0,0
SHP0007208,2025-04-09 17:56:12,Wednesday,17,2025-04-10 19:30:00,Thursday,19,0,AAR,Aarhus,1.04,8000,Aarhus C,Midtjylland,urban,0,3.0,Carrier_B,1.48,4.2,0,0,0,0,0
SHP0007209,2025-03-05 12:34:21,Wednesday,12,2025-03-05 19:21:00,Wednesday,19,1,AAR,Aarhus,1.16,9700,Brønderslev,Nordjylland,urban,0,176.6,Carrier_A,0.37,4.1,0,0,0,0,0
SHP0007210,2025-06-26 20:36:39,Thursday,20,2025-06-27 18:19:00,Friday,18,0,AAL,Aalborg,1.09,8541,Skødstrup,Midtjylland,suburban,0,123.1,Carrier_A,3.81,18.6,0,0,1,0,0
SHP0007211,2025-01-14 13:40:56,Tuesday,13,2025-01-14 17:03:00,Tuesday,17,1,HTA,Høje Taastrup,1.05,8800,Viborg,Midtjylland,urban,0,276.6,Carrier_B,4.17,28.7,0,0,0,0,0
SHP0007219,2025-10-07 18:03:05,Tuesday,18,2025-10-08 17:21:00,Wednesday,17,0,AAR,Aarhus,0.9,8270,Højbjerg,Midtjylland,suburban,0,15.4,Carrier_A,1.81,5.2,0,0,0,0,0
SHP0007220,2025-04-30 13:34:39,Wednesday,13,2025-04-30 17:58:00,Wednesday,17,1,HTA,Høje Taastrup,1.3,2720,Vanløse,Hovedstaden,urban,0,12.5,Carrier_C,1.78,7.5,0,1,0,0,0
SHP0007222,2025-04-16 12:46:55,Wednesday,12,2025-04-16 17:17:00,Wednesday,17,1,AAL,Aalborg,0.97,8600,Silkeborg,Midtjylland,urban,0,133.9,Carrier_A,1.49,33.6,0,0,0,0,0
SHP0007223,2025-08-11 15:10:45,Monday,15,2025-08-12 17:01:00,Tuesday,17,0,HTA,Høje Taastrup,0.97,3000,Helsingør,Hovedstaden,urban,0,61.8,Carrier_C,7.47,70.2,0,1,0,0,0
SHP0007224,2025-03-20 11:57:19,Thursday,11,2025-03-20 19:54:00,Thursday,19,1,HTA,Høje Taastrup,1.06,2300,København S,Hovedstaden,urban,0,27.9,Carrier_B,5.15,78.5,0,0,0,0,0
SHP0007229,2025-04-13 08:11:17,Sunday,8,2025-04-14 18:22:00,Monday,18,0,ODE,Odense,1.27,5000,Odense C,Syddanmark,urban,0,4.6,Carrier_A,0.23,3.4,0,0,1,0,1
SHP0007234,2025-07-31 18:09:53,Thursday,18,2025-08-01 19:08:00,Friday,19,0,ODE,Odense,1.22,7000,Fredericia,Syddanmark,urban,0,63.2,Carrier_C,0.89,10.3,0,0,1,0,1
SHP0007236,2025-09-04 19:14:10,Thursday,19,2025-09-05 18:36:00,Friday,18,0,ODE,Odense,1.06,4700,Næstved,Sjælland,urban,0,125.7,Carrier_A,0.94,18.3,0,0,1,0,0
SHP0007238,2025-04-08 13:57:02,Tuesday,13,2025-04-08 16:20:00,Tuesday,16,1,HTA,Høje Taastrup,1.05,2700,Brønshøj,Hovedstaden,urban,0,14.2,Carrier_A,10.24,106.3,1,0,0,0,0
SHP0007248,2025-03-09 20:43:36,Sunday,20,2025-03-10 17:13:00,Monday,17,0,HTA,Høje Taastrup,1.06,4600,Køge,Sjælland,urban,0,21.8,Carrier_A,2.83,55.5,0,0,1,0,1
SHP0007249,2025-07-10 18:29:41,Thursday,18,2025-07-11 19:46:00,Friday,19,0,ODE,Odense,1.0,6000,Kolding,Syddanmark,urban,0,88.3,Carrier_B,2.32,17.1,0,0,1,0,1
SHP0007251,2025-04-24 09:07:05,Thursday,9,2025-04-24 19:28:00,Thursday,19,1,HTA,Høje Taastrup,0.81,2450,København SV,Hovedstaden,urban,0,29.3,Carrier_C,6.2,90.3,0,0,0,0,0
SHP0007254,2025-09-02 13:46:21,Tuesday,13,2025-09-02 20:16:00,Tuesday,20,1,AAR,Aarhus,0.97,8800,Viborg,Midtjylland,urban,0,78.9,Carrier_A,1.36,2.3,0,0,0,0,0
SHP0007256,2025-11-20 11:19:17,Thursday,11,2025-11-20 18:04:00,Thursday,18,1,AAR,Aarhus,1.17,6800,Varde,Syddanmark,urban,0,145.6,Carrier_B,2.13,72.4,0,0,0,1,0
SHP0007257,2025-05-26 20:10:46,Monday,20,2025-05-27 18:12:00,Tuesday,18,0,ODE,Odense,1.18,6700,Esbjerg,Syddanmark,urban,0,148.9,Carrier_B,3.61,36.9,0,0,0,0,1
SHP0007259,2025-04-16 16:04:49,Wednesday,16,2025-04-17 18:39:00,Thursday,18,0,ODE,Odense,1.02,5250,Odense SV,Syddanmark,suburban,0,20.0,Carrier_C,0.49,4.1,0,0,0,0,0
SHP0007263,2025-11-04 10:49:39,Tuesday,10,2025-11-04 16:28:00,Tuesday,16,1,AAR,Aarhus,1.21,7120,Vejle Øst,Syddanmark,suburban,0,84.0,Carrier_C,4.25,76.7,0,0,0,0,1
SHP0007264,2025-11-03 12:04:33,Monday,12,2025-11-03 18:11:00,Monday,18,1,AAL,Aalborg,0.86,9900,Frederikshavn,Nordjylland,urban,0,75.5,Carrier_B,0.79,5.3,0,0,0,0,1
SHP0007269,2025-10-22 17:32:29,Wednesday,17,2025-10-23 17:05:00,Thursday,17,0,ODE,Odense,1.01,6760,Ribe,Syddanmark,suburban,0,147.3,Carrier_B,2.05,32.3,0,0,0,0,0
SHP0007271,2025-11-05 10:01:08,Wednesday,10,2025-11-05 19:21:00,Wednesday,19,1,AAR,Aarhus,0.89,8200,Aarhus N,Midtjylland,urban,0,14.2,Carrier_B,2.08,17.9,0,0,0,0,0
SHP0007272,2025-07-28 14:17:42,Monday,14,2025-07-29 16:46:00,Tuesday,16,0,ODE,Odense,1.08,6700,Esbjerg,Syddanmark,urban,0,174.5,Carrier_B,3.22,39.0,0,0,0,0,0
SHP0007276,2025-11-17 21:57:55,Monday,21,2025-11-18 18:40:00,Tuesday,18,0,HTA,Høje Taastrup,0.98,2750,Ballerup,Hovedstaden,suburban,0,12.8,Carrier_C,1.74,8.8,0,0,0,0,0
SHP0007278,2025-03-17 09:52:53,Monday,9,2025-03-17 18:27:00,Monday,18,1,AAR,Aarhus,1.0,8300,Odder,Midtjylland,suburban,0,38.5,Carrier_C,1.81,9.3,0,0,0,0,0
SHP0007284,2025-12-19 11:58:54,Friday,11,2025-12-19 17:58:00,Friday,17,1,AAR,Aarhus,1.44,8200,Aarhus N,Midtjylland,urban,0,16.7,Carrier_B,0.53,13.4,0,0,1,1,1
SHP0007287,2025-10-15 14:12:09,Wednesday,14,2025-10-16 18:09:00,Thursday,18,0,AAR,Aarhus,1.03,7400,Herning,Midtjylland,urban,0,89.5,Carrier_C,3.4,61.5,0,0,0,0,0
SHP0007290,2025-03-20 10:50:01,Thursday,10,2025-03-20 18:29:00,Thursday,18,1,HTA,Høje Taastrup,1.06,4300,Holbæk,Sjælland,urban,0,60.6,Carrier_A,0.98,7.9,0,0,0,0,0
SHP0007291,2025-01-29 10:02:50,Wednesday,10,2025-01-29 17:36:00,Wednesday,17,1,AAR,Aarhus,1.15,4500,Nykøbing Sj,Sjælland,suburban,0,135.3,Carrier_B,4.97,73.6,0,0,0,0,1
SHP0007293,2025-12-14 13:34:36,Sunday,13,2025-12-15 16:58:00,Monday,16,0,AAL,Aalborg,1.16,9200,Aalborg SV,Nordjylland,urban,0,10.6,Carrier_B,5.2,33.6,0,0,1,1,1
SHP0007295,2025-05-09 14:43:11,Friday,14,2025-05-12 19:22:00,Monday,19,0,AAR,Aarhus,0.95,3000,Helsingør,Hovedstaden,urban,0,214.3,Carrier_A,1.66,8.7,0,0,1,0,0
SHP0007299,2025-11-25 21:08:13,Tuesday,21,2025-11-26 18:33:00,Wednesday,18,0,AAL,Aalborg,1.19,8900,Randers C,Midtjylland,urban,0,75.2,Carrier_B,5.27,29.2,0,0,0,1,1
SHP0007303,2025-12-01 15:34:21,Monday,15,2025-12-02 17:21:00,Tuesday,17,0,AAL,Aalborg,1.19,9000,Aalborg,Nordjylland,urban,0,17.0,Carrier_B,0.67,6.3,0,0,0,1,0
SHP0007304,2025-03-11 18:31:29,Tuesday,18,2025-03-12 16:43:00,Wednesday,16,0,ODE,Odense,0.87,6270,Tønder,Syddanmark,suburban,0,128.5,Carrier_B,1.61,21.3,0,0,0,0,0
SHP0007306,2025-06-10 12:42:14,Tuesday,12,2025-06-10 19:31:00,Tuesday,19,1,AAL,Aalborg,0.92,9400,Nørresundby,Nordjylland,urban,0,18.5,Carrier_B,1.15,7.1,0,0,0,0,0
SHP0007317,2025-11-19 15:34:28,Wednesday,15,2025-11-20 18:49:00,Thursday,18,0,HTA,Høje Taastrup,1.38,2670,Greve,Sjælland,suburban,0,20.4,Carrier_B,2.02,26.2,0,0,0,0,1
SHP0007318,2025-01-02 12:47:56,Thursday,12,2025-01-02 18:41:00,Thursday,18,1,HTA,Høje Taastrup,1.05,2800,Kongens Lyngby,Hovedstaden,urban,0,22.7,Carrier_A,2.38,18.9,0,0,0,0,0
SHP0007319,2025-08-16 19:41:14,Saturday,19,2025-08-18 16:57:00,Monday,16,0,AAL,Aalborg,1.46,9800,Hjørring,Nordjylland,urban,0,64.3,Carrier_B,5.03,132.1,1,0,1,0,1
SHP0007321,2025-06-30 12:33:08,Monday,12,2025-06-30 16:10:00,Monday,16,1,ODE,Odense,1.02,7100,Vejle,Syddanmark,urban,0,85.5,Carrier_B,3.52,37.8,0,0,0,0,0
SHP0007328,2025-01-04 20:33:06,Saturday,20,2025-01-06 18:17:00,Monday,18,0,HTA,Høje Taastrup,1.15,2000,Frederiksberg,Hovedstaden,urban,0,25.6,Carrier_A,1.21,16.8,0,0,1,0,0
SHP0007329,2025-11-03 09:13:37,Monday,9,2025-11-03 17:34:00,Monday,17,1,HTA,Høje Taastrup,0.97,4800,Nykøbing F,Sjælland,urban,0,144.7,Carrier_B,2.08,17.0,0,0,0,0,0
SHP0007339,2025-09-15 08:33:41,Monday,8,2025-09-15 19:07:00,Monday,19,1,HTA,Høje Taastrup,1.14,2500,Valby,Hovedstaden,urban,0,26.5,Carrier_A,1.27,20.6,0,1,0,0,0
SHP0007340,2025-08-22 10:36:33,Friday,10,2025-08-22 17:58:00,Friday,17,1,HTA,Høje Taastrup,1.11,2100,København Ø,Hovedstaden,urban,0,21.7,Carrier_C,2.31,7.2,0,0,1,0,1
SHP0007343,2025-09-15 20:42:00,Monday,20,2025-09-16 17:31:00,Tuesday,17,0,ODE,Odense,0.96,2000,Frederiksberg,Hovedstaden,urban,0,182.4,Carrier_B,0.61,7.6,0,0,0,0,1
SHP0007345,2025-04-04 12:26:18,Friday,12,2025-04-04 16:44:00,Friday,16,1,AAR,Aarhus,1.2,7430,Ikast,Midtjylland,suburban,0,91.4,Carrier_A,1.37,14.1,0,0,1,0,0
SHP0007347,2025-06-09 12:05:04,Monday,12,2025-06-09 17:49:00,Monday,17,1,ODE,Odense,1.04,7000,Fredericia,Syddanmark,urban,0,63.3,Carrier_A,1.39,37.8,0,0,0,0,0
SHP0007348,2025-11-17 17:27:06,Monday,17,2025-11-18 19:13:00,Tuesday,19,0,AAL,Aalborg,0.91,8600,Silkeborg,Midtjylland,urban,0,151.8,Carrier_A,0.73,6.4,0,0,0,0,0
SHP0007350,2025-10-29 14:16:47,Wednesday,14,2025-10-30 19:59:00,Thursday,19,0,AAL,Aalborg,1.01,7800,Skive,Midtjylland,urban,0,101.8,Carrier_B,0.9,10.8,0,0,0,0,0
SHP0007351,2025-03-13 17:39:47,Thursday,17,2025-03-14 17:36:00,Friday,17,0,AAR,Aarhus,1.08,8541,Skødstrup,Midtjylland,suburban,0,19.2,Carrier_C,1.31,14.2,0,0,1,0,0
SHP0007357,2025-11-13 21:56:27,Thursday,21,2025-11-14 17:57:00,Friday,17,0,HTA,Høje Taastrup,1.1,2860,Søborg,Hovedstaden,urban,0,21.6,Carrier_A,8.38,125.4,1,0,1,0,1
SHP0007358,2025-05-16 13:37:22,Friday,13,2025-05-16 17:45:00,Friday,17,1,AAR,Aarhus,1.03,7330,Brande,Midtjylland,suburban,0,100.1,Carrier_B,0.89,3.9,0,0,1,0,0
SHP0007359,2025-03-26 19:36:35,Wednesday,19,2025-03-27 18:18:00,Thursday,18,0,AAR,Aarhus,1.07,5600,Faaborg,Syddanmark,suburban,0,145.1,Carrier_B,0.72,8.2,0,0,0,0,0
SHP0007360,2025-08-18 12:27:50,Monday,12,2025-08-18 16:59:00,Monday,16,1,AAR,Aarhus,1.13,9500,Hobro,Nordjylland,urban,0,76.1,Carrier_B,2.04,17.4,0,0,0,0,0
SHP0007361,2025-12-09 12:47:36,Tuesday,12,2025-12-09 18:26:00,Tuesday,18,1,AAR,Aarhus,1.32,7800,Skive,Midtjylland,urban,0,117.7,Carrier_B,1.52,12.8,0,1,0,1,0
SHP0007363,2025-11-21 19:16:38,Friday,19,2025-11-24 16:54:00,Monday,16,0,AAR,Aarhus,1.32,5000,Odense C,Syddanmark,urban,0,125.0,Carrier_B,1.52,25.1,0,0,1,1,0
SHP0007371,2025-11-24 20:49:06,Monday,20,2025-11-25 17:05:00,Tuesday,17,0,AAR,Aarhus,1.77,3600,Frederikssund,Hovedstaden,urban,0,167.3,Carrier_B,3.56,34.7,0,0,0,1,0
SHP0007379,2025-09-01 08:30:22,Monday,8,2025-09-01 18:15:00,Monday,18,1,ODE,Odense,0.98,6100,Haderslev,Syddanmark,urban,0,65.3,Carrier_C,2.89,11.8,0,0,0,0,0
SHP0007381,2025-08-22 21:35:48,Friday,21,2025-08-25 18:46:00,Monday,18,0,HTA,Høje Taastrup,1.09,2500,Valby,Hovedstaden,urban,0,22.1,Carrier_C,0.9,8.0,0,0,1,0,0
SHP0007384,2025-06-12 15:08:34,Thursday,15,2025-06-13 17:22:00,Friday,17,0,HTA,Høje Taastrup,1.18,2300,København S,Hovedstaden,urban,0,23.6,Carrier_A,0.92,27.6,0,0,1,0,1
SHP0007385,2025-09-18 13:32:21,Thursday,13,2025-09-18 18:09:00,Thursday,18,1,ODE,Odense,0.95,6400,Sønderborg,Syddanmark,urban,0,90.2,Carrier_C,1.64,12.0,0,0,0,0,0
SHP0007392,2025-12-03 09:54:27,Wednesday,9,2025-12-03 16:15:00,Wednesday,16,1,HTA,Høje Taastrup,1.37,2980,Kokkedal,Hovedstaden,suburban,0,41.6,Carrier_B,2.47,18.5,0,1,0,1,1
SHP0007396,2025-07-04 20:20:33,Friday,20,2025-07-07 19:33:00,Monday,19,0,ODE,Odense,1.12,8381,Tilst,Midtjylland,suburban,0,115.8,Carrier_A,0.51,2.9,0,0,1,0,0
SHP0007398,2025-10-30 10:07:42,Thursday,10,2025-10-30 16:54:00,Thursday,16,1,HTA,Høje Taastrup,0.97,2720,Vanløse,Hovedstaden,urban,0,20.4,Carrier_A,2.03,43.5,0,0,0,0,0
SHP0007400,2025-01-15 15:24:57,Wednesday,15,2025-01-16 17:50:00,Thursday,17,0,ODE,Odense,1.37,5500,Middelfart,Syddanmark,urban,0,77.4,Carrier_C,1.11,10.2,0,0,0,0,1
SHP0007404,2025-10-17 14:03:56,Friday,14,2025-10-20 18:29:00,Monday,18,0,AAL,Aalborg,0.96,9000,Aalborg,Nordjylland,urban,0,8.9,Carrier_B,5.3,37.0,0,0,1,0,0
SHP0007406,2025-07-09 21:22:05,Wednesday,21,2025-07-10 16:35:00,Thursday,16,0,ODE,Odense,1.07,4900,Nakskov,Sjælland,suburban,0,107.9,Carrier_C,6.3,34.9,0,0,0,0,0
SHP0007408,2025-12-02 09:01:06,Tuesday,9,2025-12-02 18:26:00,Tuesday,18,1,AAL,Aalborg,1.19,9400,Nørresundby,Nordjylland,urban,0,10.7,Carrier_B,0.95,14.9,0,0,0,1,0
SHP0007412,2025-12-15 07:38:40,Monday,7,2025-12-15 17:29:00,Monday,17,1,HTA,Høje Taastrup,1.35,4000,Roskilde,Sjælland,urban,0,24.3,Carrier_B,1.46,13.3,0,0,0,1,0
SHP0007414,2025-12-01 15:45:51,Monday,15,2025-12-02 17:56:00,Tuesday,17,0,AAL,Aalborg,1.19,9440,Aabybro,Nordjylland,suburban,0,30.0,Carrier_C,3.95,36.6,0,0,0,1,1
SHP0007424,2025-08-05 23:26:14,Tuesday,23,2025-08-06 19:07:00,Wednesday,19,0,HTA,Høje Taastrup,0.98,2400,København NV,Hovedstaden,urban,0,30.0,Carrier_A,4.07,29.6,0,0,0,0,0
SHP0007426,2025-12-09 19:42:32,Tuesday,19,2025-12-10 18:16:00,Wednesday,18,0,HTA,Høje Taastrup,1.2,4300,Holbæk,Sjælland,urban,0,61.3,Carrier_B,6.62,73.9,0,0,0,1,1
SHP0007427,2025-03-12 11:00:56,Wednesday,11,2025-03-12 18:15:00,Wednesday,18,1,AAL,Aalborg,0.89,7700,Thisted,Nordjylland,urban,0,111.9,Carrier_B,0.36,3.7,0,0,0,0,0
SHP0007433,2025-01-29 17:29:20,Wednesday,17,2025-01-30 17:28:00,Thursday,17,0,HTA,Høje Taastrup,1.02,2720,Vanløse,Hovedstaden,urban,0,18.3,Carrier_B,0.74,8.9,0,0,0,0,0
SHP0007435,2025-06-16 15:35:25,Monday,15,2025-06-17 17:39:00,Tuesday,17,0,ODE,Odense,1.09,7100,Vejle,Syddanmark,urban,0,101.0,Carrier_B,3.34,47.4,0,0,0,0,0
SHP0007440,2025-07-17 15:38:08,Thursday,15,2025-07-18 17:01:00,Friday,17,0,ODE,Odense,1.14,2650,Hvidovre,Hovedstaden,suburban,0,169.8,Carrier_B,4.62,61.0,0,0,1,0,0
SHP0007445,2025-11-05 19:28:43,Wednesday,19,2025-11-06 18:03:00,Thursday,18,0,AAL,Aalborg,0.94,2750,Ballerup,Hovedstaden,suburban,0,274.1,Carrier_A,4.13,64.9,0,0,0,0,0
SHP0007447,2025-12-15 11:16:03,Monday,11,2025-12-15 18:19:00,Monday,18,1,AAR,Aarhus,1.25,8200,Aarhus N,Midtjylland,urban,0,7.2,Carrier_B,2.33,13.2,0,0,0,1,0
SHP0007450,2025-03-06 08:58:55,Thursday,8,2025-03-06 19:30:00,Thursday,19,1,HTA,Høje Taastrup,1.16,2700,Brønshøj,Hovedstaden,urban,0,8.4,Carrier_C,1.75,27.9,0,1,0,0,0
SHP0007451,2025-09-02 10:46:56,Tuesday,10,2025-09-02 20:50:00,Tuesday,20,1,HTA,Høje Taastrup,0.97,4200,Slagelse,Sjælland,urban,0,74.4,Carrier_C,0.45,6.7,0,0,0,0,0
SHP0007453,2025-03-24 13:23:24,Monday,13,2025-03-24 19:06:00,Monday,19,1,AAR,Aarhus,1.22,7323,Give,Syddanmark,rural,0,87.0,Carrier_C,1.83,62.5,0,0,0,0,0
SHP0007454,2025-09-09 19:53:39,Tuesday,19,2025-09-10 20:26:00,Wednesday,20,0,AAR,Aarhus,1.22,7120,Vejle Øst,Syddanmark,suburban,0,81.8,Carrier_B,1.16,25.5,0,0,0,0,1
SHP0007459,2025-03-25 19:38:21,Tuesday,19,2025-03-26 16:19:00,Wednesday,16,0,HTA,Høje Taastrup,1.1,4000,Roskilde,Sjælland,urban,0,25.2,Carrier_B,2.19,30.5,0,0,0,0,0
SHP0007461,2025-07-18 20:29:36,Friday,20,2025-07-21 18:58:00,Monday,18,0,AAR,Aarhus,1.27,8900,Randers C,Midtjylland,urban,0,52.5,Carrier_B,0.55,5.8,0,1,1,0,0
SHP0007465,2025-02-28 14:50:39,Friday,14,2025-03-03 20:55:00,Monday,20,0,AAL,Aalborg,1.01,7600,Struer,Midtjylland,suburban,0,135.8,Carrier_A,1.34,23.5,0,0,1,0,0
SHP0007466,2025-02-13 17:18:52,Thursday,17,2025-02-14 17:51:00,Friday,17,0,ODE,Odense,0.97,7120,Vejle Øst,Syddanmark,suburban,0,100.4,Carrier_B,3.16,18.7,0,0,1,0,0
SHP0007468,2025-04-28 13:13:41,Monday,13,2025-04-28 18:32:00,Monday,18,1,ODE,Odense,1.13,2605,Brøndby,Hovedstaden,suburban,0,180.8,Carrier_A,6.2,38.9,0,0,0,0,0
